Postcode,Suburb,State,Lat,Lon,Category
5000,ADELAIDE,SA,-34.930,138.600,Delivery Area
5000,ADELAIDE BC,SA,-34.930,138.600,Delivery Area
5000,CITY WEST CAMPUS,SA,-34.930,138.600,Delivery Area
5000,HALIFAX STREET,SA,-34.930,138.600,Delivery Area
5000,RUNDLE MALL,SA,-34.930,138.600,Delivery Area
5000,STATION ARCADE,SA,-34.930,138.600,Delivery Area
5001,ADELAIDE,SA,-35.120,139.270,Post Office Boxes
5006,NORTH ADELAIDE,SA,-34.920,138.600,Delivery Area
5006,NORTH ADELAIDE MELBOURNE ST,SA,-34.920,138.600,Delivery Area
5007,BOWDEN,SA,-34.900,138.580,Delivery Area
5007,BROMPTON,SA,-34.900,138.580,Delivery Area
5007,HINDMARSH,SA,-34.900,138.580,Delivery Area
5007,WELLAND,SA,-34.900,138.580,Delivery Area
5007,WEST HINDMARSH,SA,-34.900,138.580,Delivery Area
5008,CROYDON,SA,-34.900,138.560,Delivery Area
5008,CROYDON PARK,SA,-34.900,138.560,Delivery Area
5008,DEVON PARK,SA,-34.900,138.560,Delivery Area
5008,DUDLEY PARK,SA,-34.900,138.560,Delivery Area
5008,RENOWN PARK,SA,-34.900,138.560,Delivery Area
5008,RIDLEYTON,SA,-34.900,138.560,Delivery Area
5008,WEST CROYDON,SA,-34.900,138.560,Delivery Area
5009,ALLENBY GARDENS,SA,-34.900,138.560,Delivery Area
5009,BEVERLEY,SA,-34.900,138.560,Delivery Area
5009,KILKENNY,SA,-34.900,138.560,Delivery Area
5010,ANGLE PARK,SA,-34.860,138.560,Delivery Area
5010,FERRYDEN PARK,SA,-34.860,138.560,Delivery Area
5010,REGENCY PARK,SA,-34.860,138.560,Delivery Area
5011,ST CLAIR,SA,,,Delivery Area
5011,WOODVILLE,SA,-34.880,138.540,Delivery Area
5011,WOODVILLE PARK,SA,-34.880,138.540,Delivery Area
5011,WOODVILLE SOUTH,SA,-34.880,138.540,Delivery Area
5011,WOODVILLE WEST,SA,-34.880,138.540,Delivery Area
5012,ATHOL PARK,SA,-34.860,138.540,Delivery Area
